Dominica,DMA,19.4931537608634
Timor-Leste,TLS,19.2572091668723
Bulgaria,BGR,19.1491323370921
Singapore,SGP,19.0782564997534
Caribbean small states,CSS,19.0098301339144
Belarus,BLR,18.7655799063811
Antigua and Barbuda,ATG,18.6223428464755
Albania,ALB,18.2006025215914
Europe & Central Asia,ECS,18.0819559709168
Philippines,PHL,18.0697989132741
Liberia,LBR,17.9841124551525
Croatia,HRV,17.9017722884016
Central Europe and the Baltics,CEB,17.6333281162193
Nicaragua,NIC,17.6141804489581
Slovak Republic,SVK,17.5629113438527
"Bahamas, The",BHS,17.3677204858567
Cyprus,CYP,17.2944061994662
Eswatini,SWZ,17.1687873115117
"Venezuela, RB",VEN,17.0085535697031
Italy,ITA,16.7507119446607
Latin America & Caribbean,LCN,16.7180327088345
Latin America & the Caribbean (IDA & IBRD countries),TLA,16.7060343988845
Latin America & Caribbean (excluding high income),LAC,16.6910095696034
Colombia,COL,16.5272102219124
Indonesia,IDN,16.5026533008949
Moldova,MDA,16.2510327081515
Greece,GRC,16.2182663806558
Russian Federation,RUS,16.1602238064949
Czech Republic,CZE,16.0712453523646
Malaysia,MYS,16.0358087060705
Slovenia,SVN,16.0239799760869
Hungary,HUN,15.9260481922424
Costa Rica,CRI,15.7259203021082
Haiti,HTI,15.0198243767223
Ecuador,ECU,14.8861006610676
High income,HIC,14.6829308477401
Romania,ROU,14.6113401886611
Mauritius,MUS,14.4578273223582
OECD members,OED,14.4556354696029
Malta,MLT,13.9095433663149
Kazakhstan,KAZ,13.8242883553909
Dominican Republic,DOM,13.726321150433
Latvia,LVA,13.4264575158321
Jamaica,JAM,13.4041505299481
Argentina,ARG,13.311833946835
European Union,EUU,13.0800301954024
Belgium,BEL,12.8865184713072
Brazil,BRA,12.7066294740724
Euro area,EMU,12.5251111465232
Austria,AUT,12.4779667308248
American Samoa,ASM,12.4738202417443
Papua New Guinea,PNG,12.2944182563739
Netherlands,NLD,12.0344080729237
Germany,DEU,12.028767360745
Paraguay,PRY,11.9090808488171
Solomon Islands,SLB,11.8791218449166
Lithuania,LTU,11.8532823587456
France,FRA,11.8149636162893
Japan,JPN,11.7047781866642
Vanuatu,VUT,11.6527770296143
Bermuda,BMU,11.646359194991
Guam,GUM,11.6344068102394
Greenland,GRL,11.6021794589767
Post-demographic dividend,PST,11.5937622894589
Samoa,WSM,11.5480270054414
Panama,PAN,11.4000543321554
"Micronesia, Fed. Sts.",FSM,11.2833994444834
Pacific island small states,PSS,11.2676413975279
Sri Lanka,LKA,11.0996172423996
Fiji,FJI,10.8401599042944
Tonga,TON,10.7854788558585
Kiribati,KIR,10.6408558565694
United Kingdom,GBR,10.4726903888942
Luxembourg,LUX,10.3646374004433
Andorra,AND,10.3076213949548
Switzerland,CHE,10.3031001048906
Virgin Islands (U.S.),VIR,10.2653122841077
Marshall Islands,MHL,10.2413322193799
Denmark,DNK,10.0296534385694
Northern Mariana Islands,MNP,9.89298112932514
Spain,ESP,9.69792786284953
Uruguay,URY,9.27488332030728
Australia,AUS,8.55032440147794
Puerto Rico,PRI,8.34903333944518
Ireland,IRL,8.20857673526837
Portugal,PRT,8.16075224791735
Maldives,MDV,7.79582079890031
United States,USA,7.40944166188307
North America,NAC,7.3110936632647
Norway,NOR,6.95651980294718
Estonia,EST,6.73212401545877
Iceland,ISL,6.48114726265749
Canada,CAN,6.42838313258525
Sweden,SWE,6.18466509039924
New Zealand,NZL,5.95600112941562
Brunei Darussalam,BRN,5.90306546792381
Finland,FIN,5.86133100081928
Aruba,ABW,
Channel Islands,CHI,
Curacao,CUW,
Cayman Islands,CYM,
Faroe Islands,FRO,
Gibraltar,GIB,
"Hong Kong SAR, China",HKG,
Isle of Man,IMN,
Not classified,INX,
St. Kitts and Nevis,KNA,
Liechtenstein,LIE,
"Macao SAR, China",MAC,
St. Martin (French part),MAF,
Monaco,MCO,
New Caledonia,NCL,
Nauru,NRU,
Palau,PLW,
French Polynesia,PYF,
San Marino,SMR,
Sint Maarten (Dutch part),SXM,
Turks and Caicos Islands,TCA,
Tuvalu,TUV,
British Virgin Islands,VGB,
Kosovo,XKX,
